experiment algorithm attack_edges_type pretrain_social_network_type evaluate_social_network_type small_n large_n small_attack_edges_per_sybil large_attack_edges_per_sybil AUC AUC_std AUC_0 AUC_1 AUC_2 AUC_3 AUC_4 accuracy accuracy_std accuracy_0 accuracy_1 accuracy_2 accuracy_3 accuracy_4 F1 F1_std F1_0 F1_1 F1_2 F1_3 F1_4
barabasi-albert-random SybilGAT_L8 random "Barabasi Albert" "Barabasi Albert" 2000 20000 8 8 0.858947437 0.0036606448348858425 0.85871919 0.8604102200000001 0.856273195 0.85434649 0.8649880900000001 0.7615157894736841 0.0032867399166618613 0.7591578947368421 0.7677368421052632 0.7599473684210526 0.7588421052631579 0.7618947368421053 0.767965033778922 0.010174318326299475 0.7718160965393438 0.7700963792654337 0.7600105235464352 0.7542372881355932 0.7836648814078041
barabasi-albert-random SybilRank random "Barabasi Albert" "Barabasi Albert" 2000 20000 8 8 0.8072022320000001 0.009705515759295612 0.7994805199999999 0.81873107 0.8149779899999999 0.7927245300000001 0.81009705 0.7247263157894738 0.007446161330481443 0.7172105263157895 0.7323157894736843 0.7315789473684211 0.7144736842105263 0.7280526315789474 0.7247265732442446 0.0075387481579341584 0.71722540918899 0.7324002946437967 0.7319457584358247 0.7143383708072245 0.7277230331453866
barabasi-albert-random SybilBelief random "Barabasi Albert" "Barabasi Albert" 2000 20000 8 8 0.514063425 0.001260552361982583 0.51265486 0.5131597400000001 0.514223325 0.51395588 0.5163233199999999 0.5 0.0 0.5 0.5 0.5 0.5 0.5 0.26666666666666666 0.3265986323710904 0.6666666666666666 0.6666666666666666 0.0 0.0 0.0
barabasi-albert-random SybilSCAR random "Barabasi Albert" "Barabasi Albert" 2000 20000 8 8 0.6739753980000001 0.006893334064492749 0.67337782 0.68712859 0.66886282 0.6679747500000001 0.67253301 0.6009157894736842 0.03296513057451787 0.615421052631579 0.6401052631578947 0.5418947368421053 0.593842105263158 0.6133157894736843 0.5477783773807948 0.11049164751503987 0.6548580605545321 0.6521164021164021 0.3544942153663601 0.5145624960684406 0.5628607127982388
barabasi-albert-targeted SybilGAT_L2 targeted "Barabasi Albert" "Barabasi Albert" 2000 20000 8 8 0.6021310480000001 0.01592669441156531 0.571372145 0.606696075 0.61629029 0.60437689 0.6119198399999999 0.5110736842105263 0.0068101765142413884 0.5133157894736842 0.5193684210526316 0.502578947368421 0.503578947368421 0.5165263157894737 0.13897949801056803 0.10687291843498714 0.2951444469852885 0.21248706450500174 0.01726110013517729 0.027227722772277228 0.1427771556550952
barabasi-albert-targeted SybilGAT_L4 targeted "Barabasi Albert" "Barabasi Albert" 2000 20000 8 8 0.558621642 0.03348845374561679 0.578239445 0.593649785 0.511613315 0.584438995 0.5251666700000001 0.5088315789473685 0.026337073498078952 0.5211578947368422 0.5376842105263158 0.4703684210526316 0.5298421052631579 0.48510526315789476 0.44481207475215034 0.07288347309407818 0.3123204837490552 0.5201048951048951 0.48817455877117133 0.4778160986730578 0.42564433746257263
barabasi-albert-targeted SybilGAT_L8 targeted "Barabasi Albert" "Barabasi Albert" 2000 20000 8 8 0.417079006 0.0399353734163853 0.37044783000000003 0.45528864 0.469526615 0.412670355 0.37746159 0.41185263157894736 0.02606455654779572 0.3906842105263158 0.43726315789473685 0.4461578947368421 0.40642105263157896 0.37873684210526315 0.4377711933939736 0.03696181776524084 0.4926596257504711 0.4403852193028368 0.44384546271338726 0.4355920328295466 0.37637362637362637
barabasi-albert-targeted SybilRank targeted "Barabasi Albert" "Barabasi Albert" 2000 20000 8 8 0.07436417399999999 0.0018737817384380721 0.07316159 0.07748616 0.07299350999999998 0.0726179 0.07556170999999999 0.13337894736842104 0.0012698943180231076 0.13173684210526315 0.13521052631578948 0.13331578947368422 0.13231578947368422 0.13431578947368422 0.14832360841553643 0.001150866488034577 0.14651559832376224 0.1496662009004813 0.14780313615898152 0.1481864214115945 0.14944668528286276
barabasi-albert-targeted SybilBelief targeted "Barabasi Albert" "Barabasi Albert" 2000 20000 8 8 0.4959313000000001 0.001196022168368958 0.495804255 0.49387369999999997 0.4957667750000001 0.49686493 0.49734683999999996 0.5 0.0 0.5 0.5 0.5 0.5 0.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0
barabasi-albert-targeted SybilSCAR targeted "Barabasi Albert" "Barabasi Albert" 2000 20000 8 8 0.46864857400000004 0.007738264811846628 0.46788156000000003 0.4832590299999999 0.46780539 0.46240888999999996 0.46188799999999997 0.5 6.65742665298496e-05 0.5001052631578947 0.4998947368421053 0.5 0.5 0.5 8.419280151547042e-05 0.0001683856030309408 0.0004209640075773521 0.0 0.0 0.0 0.0
power-law-facebook-random SybilGAT_L2 random "Power Law" Facebook 2000 20000 8 20 0.7682251244228637 0.01921030389482329 0.750230805477248 0.740826765723966 0.7783407702114092 0.7906674163106787 0.7810598643910165 0.638353309015112 0.010700743451968081 0.6362688900468995 0.6212871287128713 0.6360083376758728 0.6446065659197499 0.6535956227201668 0.5431136461212924 0.06965219609320665 0.5611442942470921 0.6274509803921569 0.4462940943321443 0.47938931297709925 0.6012895486579697
power-law-facebook-random SybilGAT_L4 random "Power Law" Facebook 2000 20000 8 20 0.6105244661774732 0.009011437722671864 0.6062018125945956 0.5984226519829778 0.6084015523074386 0.6141244738030497 0.6254718401993046 0.5657634184471079 0.03482761742217055 0.5600573215216258 0.5152423137050547 0.6051328817092235 0.6040906722251173 0.544293903074518 0.43989169538230755 0.058790906185195245 0.4218455743879473 0.5515246474629384 0.4307981220657277 0.37712646034023367 0.4181636726546906
power-law-facebook-random SybilGAT_L8 random "Power Law" Facebook 2000 20000 8 20 0.47457674526547644 0.023589512820131095 0.5085411972069058 0.4537502051212611 0.48444459047191596 0.44266565752420955 0.4834820760030898 0.567274622199062 0.009969525011449966 0.580901511203752 0.5554976550286608 0.5680041688379365 0.5568004168837937 0.5751693590411673 0.4373406408754403 0.19746964554646512 0.2788612418740193 0.2885738115095913 0.6820099731492136 0.6758765243902439 0.2613816534541336
power-law-facebook-random SybilRank random "Power Law" Facebook 2000 20000 8 20 0.413883195418083 0.04519446325108611 0.4225337375052265 0.37802286826982356 0.4440774618796273 0.34939986284996355 0.4753820465857739 0.3858780614903596 0.04328636768799805 0.38366336633663367 0.333637311099531 0.4187076602397082 0.34510161542470036 0.4482803543512246 0.38657981310975287 0.042818824096196424 0.38502534771870534 0.33528265107212474 0.41931285788651745 0.34535746842036724 0.4479207404510494
power-law-facebook-random SybilBelief random "Power Law" Facebook 2000 20000 8 20 0.7301155526143008 0.004762824015038459 0.724794604426598 0.7249249564211184 0.73094956018385 0.7326472930031475 0.7372613490367897 0.6140437727983323 0.013185494660357143 0.616206357477853 0.5880667014069828 0.6224596143824909 0.6221990620114644 0.6212871287128713 0.6211254442973806 0.03935412858667099 0.6643117593436645 0.5906266183324702 0.6667433302667893 0.5678092399403875 0.6161362736035917
power-law-facebook-random SybilSCAR random "Power Law" Facebook 2000 20000 8 20 0.6458249571015356 0.013403682444474796 0.6710322069650076 0.6477729731061737 0.6361166911790532 0.6345871010924006 0.6396158131650427 0.550078165711308 0.017410787120124557 0.5594059405940595 0.5564095883272537 0.5278791036998437 0.5324387701928087 0.5742574257425742 0.5241947676934128 0.09460250002001185 0.5378518720962011 0.36343241727425685 0.548692403486924 0.5126951799049558 0.6583019657047261
power-law-facebook-targeted SybilGAT_L2 targeted "Power Law" Facebook 2000 20000 8 20 0.7794751605125589 0.01844337225884546 0.7515625535407102 0.770259559539599 0.7930304867968111 0.8049576176718687 0.7775655850138055 0.6754299114121938 0.026793678556662072 0.6460396039603961 0.6495570609692548 0.6745700885878061 0.7189942678478374 0.6879885356956749 0.617765288152165 0.05209709590383997 0.6262209382308433 0.5697376839411389 0.5476276711336472 0.6613283089967028 0.6839118384584928
power-law-facebook-targeted SybilGAT_L4 targeted "Power Law" Facebook 2000 20000 8 20 0.574179896541035 0.020589460414519995 0.6068753643067 0.5872084879775494 0.548064823038509 0.5661972666722286 0.5625535407101876 0.5699062011464304 0.04727195571269244 0.5979676915059927 0.5379103699843668 0.6221990620114644 0.4934861907243356 0.5979676915059927 0.4369315017244618 0.03238500748975057 0.4389090909090909 0.4071536018719706 0.42 0.4984520123839009 0.42014280345734684
power-law-facebook-targeted SybilGAT_L8 targeted "Power Law" Facebook 2000 20000 8 20 0.4440640558221613 0.02034971026275126 0.4776738571642505 0.4282719224133159 0.4551213070434028 0.42089733418064684 0.4383558583091903 0.5669359041167275 0.018603767715757002 0.57686294945284 0.5514590932777488 0.5397342365815528 0.5909327774882751 0.5756904637832204 0.361052463237019 0.15171795360610774 0.2668171557562077 0.303459437588509 0.6621401931720379 0.3098901098901099 0.2629554197782304
power-law-facebook-targeted SybilRank targeted "Power Law" Facebook 2000 20000 8 20 0.4402722134602334 0.040336471148968094 0.46399596996871495 0.3926990991092604 0.4486675194153365 0.3974065439337099 0.4985919348741452 0.44033350703491403 0.03947286728869857 0.4645648775403856 0.3778009379885357 0.44437206878582597 0.4207920792079208 0.49413757165190203 0.4385692463605372 0.03969918788387248 0.4637265135699374 0.3761755485893417 0.4418269859965973 0.41836734693877553 0.49274983670803396
power-law-facebook-targeted SybilBelief targeted "Power Law" Facebook 2000 20000 8 20 0.5815036373815314 0.010764338590792047 0.5934673146281542 0.5712456250247877 0.5957681054874664 0.5734972235607506 0.5735399182064987 0.594293903074518 0.009074332504345445 0.60578426263679 0.5850703491401772 0.604872329338197 0.5881969775924961 0.5875455966649297 0.3185588825153879 0.024177602453208262 0.349247311827957 0.2983035910993611 0.34703982777179765 0.300199247288023 0.29800443458980047
power-law-facebook-targeted SybilSCAR targeted "Power Law" Facebook 2000 20000 8 20 0.5199248402598066 0.025483940575376673 0.5538636938034407 0.5437971361302076 0.5169774201412436 0.4900720083665568 0.4949139428575842 0.5096404377279834 0.013509332645741024 0.5 0.5 0.5139395518499218 0.4998697238144867 0.5343929129755081 0.03676247378561899 0.05093661360182229 0.0 0.0 0.05424588086185044 0.0 0.12956648806624452
